drugbank_id,drug_name,food_interaction_text,protein_type,protein_name,gene_name,actions
DB01248,Docetaxel,"Avoid grapefruit products. Grapefruit inhibits CYP3A4 metabolism, which may increase the serum levels of docetaxel.",transporter,Multidrug resistance-associated protein 1,ABCC1,substrate
DB01250,Olsalazine,"Take with food. Food does not affect drug absorption or exposure, but may mitigate the risk for drug-related adverse effects.",target,Prostaglandin G/H synthase 1,PTGS1,inhibitor
DB01250,Olsalazine,"Take with food. Food does not affect drug absorption or exposure, but may mitigate the risk for drug-related adverse effects.",target,Thiopurine S-methyltransferase,TPMT,inhibitor
DB01250,Olsalazine,"Take with food. Food does not affect drug absorption or exposure, but may mitigate the risk for drug-related adverse effects.",target,Xanthine dehydrogenase/oxidase,XDH,inhibitor
DB01250,Olsalazine,"Take with food. Food does not affect drug absorption or exposure, but may mitigate the risk for drug-related adverse effects.",transporter,"Solute carrier family 2, facilitated glucose transporter member 9",SLC2A9,downregulator
DB01250,Olsalazine,"Take with food. Food does not affect drug absorption or exposure, but may mitigate the risk for drug-related adverse effects.",transporter,Solute carrier family 22 member 6,SLC22A6,upregulator
DB01250,Olsalazine,"Take with food. Food does not affect drug absorption or exposure, but may mitigate the risk for drug-related adverse effects.",transporter,Organic anion transporter 3,SLC22A8,upregulator
DB01250,Olsalazine,"Take with food. Food does not affect drug absorption or exposure, but may mitigate the risk for drug-related adverse effects.",transporter,Sodium-dependent phosphate transporter 1,SLC20A1,upregulator
DB01250,Olsalazine,"Take with food. Food does not affect drug absorption or exposure, but may mitigate the risk for drug-related adverse effects.",transporter,Sodium/potassium-transporting ATPase subunit alpha-1,ATP1A1,inhibitor
DB01254,Dasatinib,"Avoid grapefruit products. Grapefruit may reduce the CYP3A4 metabolism of dasatinib, increasing its serum levels.",enzyme,Cytochrome P450 1A1,CYP1A1,substrate
DB01254,Dasatinib,"Avoid grapefruit products. Grapefruit may reduce the CYP3A4 metabolism of dasatinib, increasing its serum levels.",enzyme,Cytochrome P450 1A2,CYP1A2,substrate
DB01254,Dasatinib,"Avoid grapefruit products. Grapefruit may reduce the CYP3A4 metabolism of dasatinib, increasing its serum levels.",enzyme,Cytochrome P450 1B1,CYP1B1,substrate
DB01254,Dasatinib,"Avoid grapefruit products. Grapefruit may reduce the CYP3A4 metabolism of dasatinib, increasing its serum levels.",enzyme,Cytochrome P450 3A5,CYP3A5,substrate
DB01254,Dasatinib,"Avoid grapefruit products. Grapefruit may reduce the CYP3A4 metabolism of dasatinib, increasing its serum levels.",enzyme,Flavin-containing monooxygenase 3,FMO3,substrate
DB01254,Dasatinib,"Avoid grapefruit products. Grapefruit may reduce the CYP3A4 metabolism of dasatinib, increasing its serum levels.",enzyme,Cytochrome P450 3A4,CYP3A4,"substrate, inhibitor"
DB01254,Dasatinib,"Avoid grapefruit products. Grapefruit may reduce the CYP3A4 metabolism of dasatinib, increasing its serum levels.",target,Tyrosine-protein kinase ABL1,ABL1,"inhibitor, multitarget"
DB01254,Dasatinib,"Avoid grapefruit products. Grapefruit may reduce the CYP3A4 metabolism of dasatinib, increasing its serum levels.",target,Proto-oncogene tyrosine-protein kinase Src,SRC,"inhibitor, multitarget"
DB01254,Dasatinib,"Avoid grapefruit products. Grapefruit may reduce the CYP3A4 metabolism of dasatinib, increasing its serum levels.",target,Ephrin type-A receptor 2,EPHA2,antagonist
DB01254,Dasatinib,"Avoid grapefruit products. Grapefruit may reduce the CYP3A4 metabolism of dasatinib, increasing its serum levels.",target,Tyrosine-protein kinase Lck,LCK,"inhibitor, multitarget"
DB01254,Dasatinib,"Avoid grapefruit products. Grapefruit may reduce the CYP3A4 metabolism of dasatinib, increasing its serum levels.",target,Tyrosine-protein kinase Yes,YES1,inhibitor
DB01254,Dasatinib,"Avoid grapefruit products. Grapefruit may reduce the CYP3A4 metabolism of dasatinib, increasing its serum levels.",target,Mast/stem cell growth factor receptor Kit,KIT,antagonist
DB01254,Dasatinib,"Avoid grapefruit products. Grapefruit may reduce the CYP3A4 metabolism of dasatinib, increasing its serum levels.",target,Platelet-derived growth factor receptor beta,PDGFRB,antagonist
DB01254,Dasatinib,"Avoid grapefruit products. Grapefruit may reduce the CYP3A4 metabolism of dasatinib, increasing its serum levels.",target,Tyrosine-protein kinase Fyn,FYN,"inhibitor, multitarget"
DB01254,Dasatinib,"Avoid grapefruit products. Grapefruit may reduce the CYP3A4 metabolism of dasatinib, increasing its serum levels.",target,Breakpoint cluster region protein,BCR,inhibitor
DB01254,Dasatinib,"Avoid grapefruit products. Grapefruit may reduce the CYP3A4 metabolism of dasatinib, increasing its serum levels.",target,Signal transducer and activator of transcription 5B,STAT5B,inhibitor
DB01254,Dasatinib,"Avoid grapefruit products. Grapefruit may reduce the CYP3A4 metabolism of dasatinib, increasing its serum levels.",target,Tyrosine-protein kinase ABL2,ABL2,multitarget
DB01254,Dasatinib,"Avoid grapefruit products. Grapefruit may reduce the CYP3A4 metabolism of dasatinib, increasing its serum levels.",target,Tyrosine-protein kinase BTK,BTK,inhibitor
DB01254,Dasatinib,"Avoid grapefruit products. Grapefruit may reduce the CYP3A4 metabolism of dasatinib, increasing its serum levels.",target,Nuclear receptor subfamily 4 group A member 3,NR4A3,inhibitor
DB01254,Dasatinib,"Avoid grapefruit products. Grapefruit may reduce the CYP3A4 metabolism of dasatinib, increasing its serum levels.",target,Tyrosine-protein kinase CSK,CSK,inhibitor
DB01254,Dasatinib,"Avoid grapefruit products. Grapefruit may reduce the CYP3A4 metabolism of dasatinib, increasing its serum levels.",target,Ephrin type-A receptor 5,EPHA5,inhibitor
DB01254,Dasatinib,"Avoid grapefruit products. Grapefruit may reduce the CYP3A4 metabolism of dasatinib, increasing its serum levels.",target,Ephrin type-B receptor 4,EPHB4,inhibitor
DB01254,Dasatinib,"Avoid grapefruit products. Grapefruit may reduce the CYP3A4 metabolism of dasatinib, increasing its serum levels.",target,Tyrosine-protein kinase Fgr,FGR,inhibitor
DB01254,Dasatinib,"Avoid grapefruit products. Grapefruit may reduce the CYP3A4 metabolism of dasatinib, increasing its serum levels.",target,Tyrosine-protein kinase FRK,FRK,binder
DB01254,Dasatinib,"Avoid grapefruit products. Grapefruit may reduce the CYP3A4 metabolism of dasatinib, increasing its serum levels.",target,Heat shock cognate 71 kDa protein,HSPA8,binder
DB01254,Dasatinib,"Avoid grapefruit products. Grapefruit may reduce the CYP3A4 metabolism of dasatinib, increasing its serum levels.",target,Tyrosine-protein kinase Lyn,LYN,inhibitor
DB01254,Dasatinib,"Avoid grapefruit products. Grapefruit may reduce the CYP3A4 metabolism of dasatinib, increasing its serum levels.",target,Mitogen-activated protein kinase kinase kinase 20,MAP3K20,binder
DB01254,Dasatinib,"Avoid grapefruit products. Grapefruit may reduce the CYP3A4 metabolism of dasatinib, increasing its serum levels.",target,Mitogen-activated protein kinase 14,MAPK14,binder
DB01254,Dasatinib,"Avoid grapefruit products. Grapefruit may reduce the CYP3A4 metabolism of dasatinib, increasing its serum levels.",target,Amidophosphoribosyltransferase,PPAT,binder
DB01254,Dasatinib,"Avoid grapefruit products. Grapefruit may reduce the CYP3A4 metabolism of dasatinib, increasing its serum levels.",transporter,ATP-dependent translocase ABCB1,ABCB1,"substrate, inhibitor"
DB01254,Dasatinib,"Avoid grapefruit products. Grapefruit may reduce the CYP3A4 metabolism of dasatinib, increasing its serum levels.",transporter,Broad substrate specificity ATP-binding cassette transporter ABCG2,ABCG2,"substrate, inhibitor"
DB01255,Lisdexamfetamine,"Avoid antacids. Urinary excretion of lisdexamfetamine is elevated when the urine is more acidic. Antacids like sodium bicarbonate alkalinize the urine; therefore, they may reduce lisdexamfetamine elimination.",target,Trace amine-associated receptor 1,TAAR1,agonist
DB01255,Lisdexamfetamine,"Avoid antacids. Urinary excretion of lisdexamfetamine is elevated when the urine is more acidic. Antacids like sodium bicarbonate alkalinize the urine; therefore, they may reduce lisdexamfetamine elimination.",transporter,Solute carrier family 15 member 1,SLC15A1,substrate
DB01259,Lapatinib,"Avoid grapefruit products. Grapefruit may reduce the CYP3A4 metabolism of lapatinib, increasing its serum levels.",enzyme,Cytochrome P450 3A4,CYP3A4,"substrate, inhibitor"
DB01259,Lapatinib,"Avoid grapefruit products. Grapefruit may reduce the CYP3A4 metabolism of lapatinib, increasing its serum levels.",enzyme,Cytochrome P450 3A5,CYP3A5,substrate
DB01259,Lapatinib,"Avoid grapefruit products. Grapefruit may reduce the CYP3A4 metabolism of lapatinib, increasing its serum levels.",enzyme,Cytochrome P450 2C8,CYP2C8,"substrate, inhibitor"
DB01259,Lapatinib,"Avoid grapefruit products. Grapefruit may reduce the CYP3A4 metabolism of lapatinib, increasing its serum levels.",enzyme,Cytochrome P450 2C19,CYP2C19,substrate
DB01259,Lapatinib,"Avoid grapefruit products. Grapefruit may reduce the CYP3A4 metabolism of lapatinib, increasing its serum levels.",target,Epidermal growth factor receptor,EGFR,antagonist
DB01259,Lapatinib,"Avoid grapefruit products. Grapefruit may reduce the CYP3A4 metabolism of lapatinib, increasing its serum levels.",target,Receptor tyrosine-protein kinase erbB-2,ERBB2,antagonist
DB01259,Lapatinib,"Avoid grapefruit products. Grapefruit may reduce the CYP3A4 metabolism of lapatinib, increasing its serum levels.",target,Eukaryotic elongation factor 2 kinase,EEF2K,inhibitor
DB01259,Lapatinib,"Avoid grapefruit products. Grapefruit may reduce the CYP3A4 metabolism of lapatinib, increasing its serum levels.",transporter,ATP-dependent translocase ABCB1,ABCB1,inhibitor
DB01259,Lapatinib,"Avoid grapefruit products. Grapefruit may reduce the CYP3A4 metabolism of lapatinib, increasing its serum levels.",transporter,Antigen peptide transporter 1,TAP1,inhibitor
DB01261,Sitagliptin,Take with or without food.,enzyme,Cytochrome P450 3A4,CYP3A4,substrate
DB01261,Sitagliptin,Take with or without food.,enzyme,Cytochrome P450 2C8,CYP2C8,substrate
DB01261,Sitagliptin,Take with or without food.,target,Dipeptidyl peptidase 4,DPP4,inhibitor
DB01261,Sitagliptin,Take with or without food.,transporter,ATP-dependent translocase ABCB1,ABCB1,substrate
DB01261,Sitagliptin,Take with or without food.,transporter,Organic anion transporter 3,SLC22A8,substrate
DB01263,Posaconazole,Take with food. Posaconazole suspension can also be taken with a nutritional supplement drink or carbonated beverage if a full meal cannot be consumed.,enzyme,Cytochrome P450 3A4,CYP3A4,"substrate, inhibitor"
DB01263,Posaconazole,Take with food. Posaconazole suspension can also be taken with a nutritional supplement drink or carbonated beverage if a full meal cannot be consumed.,target,Lanosterol 14-alpha demethylase,ERG11,antagonist
DB01263,Posaconazole,Take with food. Posaconazole suspension can also be taken with a nutritional supplement drink or carbonated beverage if a full meal cannot be consumed.,transporter,ATP-dependent translocase ABCB1,ABCB1,"substrate, inhibitor"
DB01264,Darunavir,Take with food. Food increases absorption.,enzyme,Cytochrome P450 2D6,CYP2D6,inhibitor
DB01264,Darunavir,Take with food. Food increases absorption.,enzyme,Cytochrome P450 3A4,CYP3A4,"substrate, inhibitor"
DB01264,Darunavir,Take with food. Food increases absorption.,target,Pol polyprotein,pol,inhibitor
DB01264,Darunavir,Take with food. Food increases absorption.,target,Gag-Pol polyprotein,gag-pol,modulator
DB01264,Darunavir,Take with food. Food increases absorption.,transporter,Solute carrier organic anion transporter family member 1B1,SLCO1B1,inhibitor
DB01264,Darunavir,Take with food. Food increases absorption.,transporter,ATP-dependent translocase ABCB1,ABCB1,"substrate, inhibitor, inducer"
DB01264,Darunavir,Take with food. Food increases absorption.,carrier,Albumin,ALB,substrate
DB01264,Darunavir,Take with food. Food increases absorption.,carrier,Alpha-1-acid glycoprotein 1,ORM1,substrate
DB01265,Telbivudine,Take with or without food. The absorption is unaffected by food.,target,Protein P,P,
DB01267,Paliperidone,Avoid alcohol.,enzyme,Cytochrome P450 3A4,CYP3A4,substrate
DB01267,Paliperidone,Avoid alcohol.,enzyme,Cytochrome P450 2D6,CYP2D6,substrate
DB01267,Paliperidone,Avoid alcohol.,enzyme,Cytochrome P450 3A5,CYP3A5,substrate
DB01267,Paliperidone,Avoid alcohol.,target,5-hydroxytryptamine receptor 2A,HTR2A,antagonist
DB01267,Paliperidone,Avoid alcohol.,target,D(2) dopamine receptor,DRD2,antagonist
DB01267,Paliperidone,Avoid alcohol.,target,D(4) dopamine receptor,DRD4,antagonist
DB01267,Paliperidone,Avoid alcohol.,target,D(3) dopamine receptor,DRD3,antagonist
DB01267,Paliperidone,Avoid alcohol.,target,5-hydroxytryptamine receptor 2C,HTR2C,antagonist
DB01267,Paliperidone,Avoid alcohol.,target,Histamine H1 receptor,HRH1,antagonist
DB01267,Paliperidone,Avoid alcohol.,target,Alpha-1A adrenergic receptor,ADRA1A,antagonist
DB01267,Paliperidone,Avoid alcohol.,target,Alpha-1B adrenergic receptor,ADRA1B,antagonist
DB01267,Paliperidone,Avoid alcohol.,target,5-hydroxytryptamine receptor 1D,HTR1D,antagonist
DB01267,Paliperidone,Avoid alcohol.,target,Alpha-2A adrenergic receptor,ADRA2A,antagonist
DB01267,Paliperidone,Avoid alcohol.,target,Alpha-2B adrenergic receptor,ADRA2B,antagonist
DB01267,Paliperidone,Avoid alcohol.,target,Alpha-2C adrenergic receptor,ADRA2C,agonist
DB01267,Paliperidone,Avoid alcohol.,target,5-hydroxytryptamine receptor 1A,HTR1A,antagonist
DB01267,Paliperidone,Avoid alcohol.,target,D(1A) dopamine receptor,DRD1,antagonist
DB01267,Paliperidone,Avoid alcohol.,target,5-hydroxytryptamine receptor 7,HTR7,antagonist
DB01267,Paliperidone,Avoid alcohol.,transporter,ATP-dependent translocase ABCB1,ABCB1,"substrate, inhibitor"
DB01268,Sunitinib,Avoid grapefruit products. Grapefruit may reduce the CYP3A4 metabolism of sunitinib.,enzyme,Cytochrome P450 3A4,CYP3A4,"substrate, inhibitor"
DB01268,Sunitinib,Avoid grapefruit products. Grapefruit may reduce the CYP3A4 metabolism of sunitinib.,enzyme,Cytochrome P450 3A5,CYP3A5,substrate
DB01268,Sunitinib,Avoid grapefruit products. Grapefruit may reduce the CYP3A4 metabolism of sunitinib.,enzyme,Cytochrome P450 3A7,CYP3A7,substrate
DB01268,Sunitinib,Avoid grapefruit products. Grapefruit may reduce the CYP3A4 metabolism of sunitinib.,target,Platelet-derived growth factor receptor beta,PDGFRB,inhibitor
DB01268,Sunitinib,Avoid grapefruit products. Grapefruit may reduce the CYP3A4 metabolism of sunitinib.,target,Vascular endothelial growth factor receptor 1,FLT1,inhibitor
DB01268,Sunitinib,Avoid grapefruit products. Grapefruit may reduce the CYP3A4 metabolism of sunitinib.,target,Mast/stem cell growth factor receptor Kit,KIT,inhibitor
DB01268,Sunitinib,Avoid grapefruit products. Grapefruit may reduce the CYP3A4 metabolism of sunitinib.,target,Vascular endothelial growth factor receptor 2,KDR,inhibitor
DB01268,Sunitinib,Avoid grapefruit products. Grapefruit may reduce the CYP3A4 metabolism of sunitinib.,target,Vascular endothelial growth factor receptor 3,FLT4,inhibitor
DB01268,Sunitinib,Avoid grapefruit products. Grapefruit may reduce the CYP3A4 metabolism of sunitinib.,target,Receptor-type tyrosine-protein kinase FLT3,FLT3,inhibitor
DB01268,Sunitinib,Avoid grapefruit products. Grapefruit may reduce the CYP3A4 metabolism of sunitinib.,target,Macrophage colony-stimulating factor 1 receptor,CSF1R,inhibitor
DB01268,Sunitinib,Avoid grapefruit products. Grapefruit may reduce the CYP3A4 metabolism of sunitinib.,target,Platelet-derived growth factor receptor alpha,PDGFRA,inhibitor
DB01268,Sunitinib,Avoid grapefruit products. Grapefruit may reduce the CYP3A4 metabolism of sunitinib.,target,Hepatocyte growth factor receptor,MET,inhibitor
DB01268,Sunitinib,Avoid grapefruit products. Grapefruit may reduce the CYP3A4 metabolism of sunitinib.,transporter,ATP-binding cassette sub-family C member 4,ABCC4,inhibitor
DB01268,Sunitinib,Avoid grapefruit products. Grapefruit may reduce the CYP3A4 metabolism of sunitinib.,transporter,ATP-dependent translocase ABCB1,ABCB1,inhibitor
DB01268,Sunitinib,Avoid grapefruit products. Grapefruit may reduce the CYP3A4 metabolism of sunitinib.,transporter,ATP-binding cassette sub-family C member 2,ABCC2,inhibitor
DB01268,Sunitinib,Avoid grapefruit products. Grapefruit may reduce the CYP3A4 metabolism of sunitinib.,transporter,Broad substrate specificity ATP-binding cassette transporter ABCG2,ABCG2,inhibitor
DB01273,Varenicline,"Avoid excessive or chronic alcohol consumption. Varenicline may increase the effects of alcohol; therefore, reduce consumption of alcohol when starting varenicline.",target,Neuronal acetylcholine receptor subunit alpha-4,CHRNA4,partial agonist
DB01273,Varenicline,"Avoid excessive or chronic alcohol consumption. Varenicline may increase the effects of alcohol; therefore, reduce consumption of alcohol when starting varenicline.",target,Neuronal acetylcholine receptor subunit alpha-7,CHRNA7,agonist
DB01273,Varenicline,"Avoid excessive or chronic alcohol consumption. Varenicline may increase the effects of alcohol; therefore, reduce consumption of alcohol when starting varenicline.",target,Neuronal acetylcholine receptor subunit alpha-3,CHRNA3,partial agonist
