drugbank_id,drug_name,food_interaction_text
DB08930,Dolutegravir,Avoid St. John's Wort.
DB08930,Dolutegravir,"Take with or without food. Food, particularly high-fat meals, may increase the AUC, Cmax, and Tmax of dolutegravir."
DB08931,Riociguat,Avoid St. John's Wort. This herb induces the CYP3A4 metabolism of riociguat and may reduce its serum concentration.
DB08931,Riociguat,Take separate from antacids. Take at least 1 hour before or after antacids. Aluminum or magnesium hydroxide antacids may reduce riociguat absorption.
DB08931,Riociguat,Take with or without food.
DB08932,Macitentan,Take with or without food.
DB08934,Sofosbuvir,Take with or without food.
DB08936,Chlorcyclizine,Avoid excessive or chronic alcohol consumption. Alcohol may increase the drowsiness caused by chlorcyclizine.
DB08938,Magaldrate,Avoid alcohol.
DB08976,Floctafenine,Avoid alcohol. Consuming alcohol increases the risk of gastrointestinal irritation.
DB08976,Floctafenine,"Avoid herbs and supplements with anticoagulant/antiplatelet activity. Herbs with anticoagulant effects may increase the risk of gastrointestinal bleeding. Examples include garlic, ginger, bilberry, danshen, piracetam, and ginkgo biloba."
DB08976,Floctafenine,Take after a meal. Food reduces gastric irritation.
DB08976,Floctafenine,Take with a full glass of water.
DB08994,Ditazole,"Avoid herbs and supplements with anticoagulant/antiplatelet activity. Examples include garlic, ginger, bilberry, danshen, piracetam, and ginkgo biloba."
DB08995,Diosmin,Take with or without food.
DB09020,Bisacodyl,Avoid milk and dairy products. Take at least 1 hour before or after antacids and milk.
DB09020,Bisacodyl,Take separate from antacids. Take at least 1 hour before or after antacids and milk.
DB09026,Aliskiren,Do not take with or immediately after a high-fat meal. The absorption of aliskiren is substantially reduced by taking it with high-fat meals.
DB09026,Aliskiren,Take with or without food. Take consistently at the same time in regard to meals.
DB09027,Ledipasvir,Avoid St. John's Wort. This herb induces PGP and may reduce the serum concentration of ledipasvir.
DB09027,Ledipasvir,Take separate from antacids. Take at least 4 hours before or after antacids.
DB09027,Ledipasvir,Take with or without food.
DB09030,Vorapaxar,"Avoid herbs and supplements with anticoagulant/antiplatelet activity. Additive antiplatelet activity may increase the risk of bleeding. Examples include garlic, ginger, bilberry, danshen, piracetam, and ginkgo biloba."
DB09030,Vorapaxar,Avoid St. John's Wort. This herb induces the CYP3A metabolism of vorapaxar and may reduce its serum concentration.
DB09030,Vorapaxar,"Exercise caution with grapefruit products. Coadministration of vorapaxar with moderate CYP3A4 inhibitors does not require intervention, but coadministration with strong inhibitors should be avoided."
DB09030,Vorapaxar,Take with or without food.
DB09031,Miltefosine,Drink plenty of fluids. Preventing dehydration is important to prevent kidney injury.
DB09031,Miltefosine,Take with food. Food reduces gastric irritation.
DB09034,Suvorexant,Avoid grapefruit products.
DB09038,Empagliflozin,"Take with or without food. Co-administration with food slightly alters pharmacokinetics, but not to a clinically significant extent."
DB09039,Eliglustat,Avoid grapefruit products. Grapefruit products are strong CYP3A inhibitors and may increase the concentration of eliglustat.
DB09039,Eliglustat,Avoid St. John's Wort. This herb induces the CYP3A metabolism of eliglustat and may reduce its serum concentration.
DB09039,Eliglustat,Take with or without food. Administration of eliglustat with a high-fat meal resulted in a 15% decrease in C<sub>max</sub> (not clinically significant) and no change in AUC.
DB09042,Tedizolid phosphate,Take at the same time every day.
DB09042,Tedizolid phosphate,Take with or without food.
DB09045,Dulaglutide,Take with or without food.
DB09046,Metreleptin,Take at the same time every day.
DB09046,Metreleptin,Take with or without food.
DB09048,Netupitant,"Avoid grapefruit products. Grapefruit inhibits the CYP3A4 metabolism of netupitant, which may increase its serum concentration."
DB09048,Netupitant,Avoid St. John's Wort. This herb induces the CYP3A metabolism of netupitant and may reduce its serum concentration.
DB09048,Netupitant,Take with or without food.
DB09049,Naloxegol,Take on an empty stomach. High-fat food increases drug absorption. Take naloxegol at least 1 hour prior to the first meal of the day or 2 hours after the meal.
DB09053,Ibrutinib,"Avoid grapefruit products. Grapefruit inhibits CYP3A4 metabolism, which may increase the serum concentration of ibrutinib."
DB09053,Ibrutinib,Avoid St. John's Wort. This herb induces CYP3A4 and may reduce the serum concentration of ibrutinib.
DB09053,Ibrutinib,Take at the same time every day.
DB09053,Ibrutinib,Take with a full glass of water.
DB09054,Idelalisib,"Avoid grapefruit products. Grapefruit inhibits the CYP3A metabolism of idelalisib, which may increase its serum concentration."
DB09054,Idelalisib,Avoid St. John's Wort. This herb induces the CYP3A metabolism of idelalisib and may reduce its serum concentration.
DB09054,Idelalisib,Take with or without food. Taking idelalisib with a high-fat meal may increase the AUC by 1.4 fold.
DB09061,Cannabidiol,Avoid excessive or chronic alcohol consumption. Ingesting alcohol may increase the risk of sedation.
DB09061,Cannabidiol,"Avoid grapefruit products. Grapefruit inhibits the CYP3A metabolism of cannabidiol, which may increase its serum concentration. Cannabidiol dose reduction may be necessary if used together."
DB09061,Cannabidiol,Avoid St. John's Wort. This herb induces the CYP3A metabolism of cannabidiol and may reduce its serum concentration. The dose of cannabidiol may need to be increased if used together.
DB09061,Cannabidiol,Take with food. Taking cannabidiol with food (particularly high-fat food) increases its bioavailability. The absorption of cannabidiol is more consistent when meal macronutrients remain the same.
DB09063,Ceritinib,"Avoid grapefruit products. Grapefruit inhibits the CYP3A metabolism of ceritinib, which may increase its serum concentration."
DB09063,Ceritinib,Avoid St. John's Wort. This herb induces the CYP3A metabolism of ceritinib and may reduce its serum concentration.
DB09063,Ceritinib,"Take with food. Food increases the bioavailability of ceritinib. Taking ceritinib in a fasted state increases the risk of adverse gastrointestinal effects like nausea, vomiting, and abdominal pain."
DB09065,Cobicistat,Avoid St. John's Wort. St. John's Wort is contraindicated as it induces the CYP3A metabolism of cobicistat and may reduce its serum concentration.
DB09065,Cobicistat,Take at the same time every day.
DB09065,Cobicistat,Take with food.
DB09068,Vortioxetine,Avoid alcohol.
DB09068,Vortioxetine,"Avoid St. John's Wort. When administered with vortioxetine, this herb may increase the risk of serotonin syndrome."
DB09068,Vortioxetine,Take with or without food.
DB09069,Trimetazidine,Take with food. Take during a meal.
DB09069,Trimetazidine,Take with plain water. Take with a glass of water.
DB09070,Tibolone,"Avoid St. John's Wort. St. John's Wort induces CYP3A4, increasing the metabolism of estrogens and progesterone and therefore reducing the efficacy of tibolone."
DB09070,Tibolone,Take with or without food.
DB09071,Tasimelteon,"Avoid grapefruit products. Grapefruit inhibits the CYP3A4 metabolism of tasimelteon, which may increase its serum concentration. Alternatively, the dose of tasimelteon may need to be modified."
DB09071,Tasimelteon,"Avoid St. John's Wort. This herb induces the CYP3A4 metabolism of tasimelteon and may reduce its serum concentration. Alternatively, the dose of tasimelteon may need to be modified."
DB09071,Tasimelteon,Take on an empty stomach. The Cmax of tasimelteon is reduced when taken with food.
DB09072,Sodium oxybate,"Avoid alcohol. Alcohol can potentiate central nervous system (CNS) depression (respiratory depression, hypotension, profound sedation, syncope, and death) caused by sodium oxybate."
DB09072,Sodium oxybate,Take separate from meals. Take the first nightly dose of sodium oxybate at least two hours after eating.
DB09073,Palbociclib,"Avoid grapefruit products. Grapefruit inhibits the CYP3A metabolism of palbociclib, which may increase its serum concentration."
DB09073,Palbociclib,Avoid St. John's Wort. This herb induces the CYP3A metabolism of palbociclib and may reduce its serum concentration.
DB09073,Palbociclib,Take at the same time every day. This applies to both palbociclib capsules and tablets.
DB09073,Palbociclib,"Take with food. Palbociclib capsules should be taken with food. Some subjects have reduced bioavailability of palbociclib when in a fasted state, therefore taking with food makes the bioavailability more consistent."
DB09073,Palbociclib,Take with or without food. Palbociclib tablets may be taken with or without food.
DB09074,Olaparib,"Avoid grapefruit products. Grapefruit inhibits the CYP3A metabolism of olaparib, which may increase its serum concentration."
DB09074,Olaparib,Avoid St. John's Wort. This herb induces the CYP3A metabolism of olaparib and may reduce its serum concentration.
DB09074,Olaparib,Take with or without food. Food does not significantly alter the extent of olaparib absorption.
DB09075,Edoxaban,"Avoid herbs and supplements with anticoagulant/antiplatelet activity. Additive anticoagulant activity may increase the risk of bleeding. Examples include garlic, ginger, bilberry, danshen, piracetam, and ginkgo biloba."
DB09075,Edoxaban,Take with or without food.
DB09078,Lenvatinib,"Avoid hypertensive herbs (e.g. bayberry, blue cohosh, cayenne, ephedra, and licorice). Lenvatinib may cause hypertension as an adverse effect; therefore, there may be additive blood pressure elevation when using hypertensive herbs."
DB09078,Lenvatinib,Take at the same time every day.
DB09078,Lenvatinib,Take with or without food.
DB09079,Nintedanib,Take with food. Co-administration with food improves absorption.
DB09081,Idebenone,Take with food.
DB09083,Ivabradine,Avoid grapefruit products.
DB09089,Trimebutine,Take before a meal.
DB09090,Pinaverium,Take with a full glass of water.
DB09090,Pinaverium,Take with food. This helps prevent pinaverium from irritating the esophagus.
DB09097,Quinagolide,"Avoid excessive or chronic alcohol consumption. Alcohol may increase the risk of dizziness, thereby reducing the tolerability of quinagolide."
DB09097,Quinagolide,Take with a light meal or snack. Food reduces gastric irritation.
DB09101,Elvitegravir,"Avoid St. John's Wort. This herb induces the CYP3A metabolism of elvitegravir. Therefore, it may reduce the serum concentration of elvitegravir and its effectiveness."
DB09101,Elvitegravir,Take separate from antacids. Take at least 2 hours before or after antacids.
DB09101,Elvitegravir,Take with food.
DB09102,Daclatasvir,"Avoid grapefruit products. Grapefruit inhibits the CYP3A metabolism of daclatasvir, which may increase its serum concentration. Dose changes may be necessary."
DB09102,Daclatasvir,Avoid St. John's Wort. This herb induces the CYP3A metabolism of daclatasvir and may reduce its serum concentration. Co-administration of daclatasvir with St. John's Wort is contraindicated.
DB09102,Daclatasvir,Take with or without food. Daclatasvir AUC and Cmax are slightly reduced when administered with food.
DB09110,Coenzyme M,No food interactions are expected.
DB09115,Diiodohydroxyquinoline,Take after a meal. This may reduce gastrointestinal irritation.
DB09118,Stiripentol,Avoid excessive or chronic alcohol consumption. Ingesting alcohol may increase the risk of sedation and somnolence that can be caused by stiripentol.
