pubmed_id,pubdate,drug,drug_entity_type,food,food_entity_type,food_component,food_component_entity_type,interaction_sentence,evidence_level,modality,drug_metabolizer,drug_transporter,well_known_target
16112415,2005,testosterone,drug,black tea,food,,,"The results revealed that testosterone administration induced the oxidative stress in rat prostate, however, in 0.5, 1.0 and 1.5% ATE supplemented groups, a significant protective effect of black tea against testosterone induced oxidative injury was recorded.",animal in-vivo,positive,,,
17214610,2007,glutathione,drug,Garcinia kola,food,,,"The DBP-induced injuries in biochemical, spermatological parameters and histological structure of testis were recovered by treatment with kolaviron or curcumin.",animal in-vivo,positive,,,
17214610,2007,glutathione,drug,Curcuma longa,food,,,"The DBP-induced injuries in biochemical, spermatological parameters and histological structure of testis were recovered by treatment with kolaviron or curcumin.",animal in-vivo,positive,,,
17214610,2007,di-n-butylphthalate,drug,Garcinia kola,food,,,"The DBP-induced injuries in biochemical, spermatological parameters and histological structure of testis were recovered by treatment with kolaviron or curcumin.",animal in-vivo,positive,,,
17214610,2007,di-n-butylphthalate,drug,Curcuma longa,food,,,"The DBP-induced injuries in biochemical, spermatological parameters and histological structure of testis were recovered by treatment with kolaviron or curcumin.",animal in-vivo,positive,,,
17214610,2007,DBP,drug,Garcinia kola,food,,,"The DBP-induced injuries in biochemical, spermatological parameters and histological structure of testis were recovered by treatment with kolaviron or curcumin.",animal in-vivo,positive,,,
17214610,2007,DBP,drug,Curcuma longa,food,,,"The DBP-induced injuries in biochemical, spermatological parameters and histological structure of testis were recovered by treatment with kolaviron or curcumin.",animal in-vivo,positive,,,
17214610,2007,testosterone,drug,Garcinia kola,food,,,"The DBP-induced injuries in biochemical, spermatological parameters and histological structure of testis were recovered by treatment with kolaviron or curcumin.",animal in-vivo,positive,,,
17214610,2007,testosterone,drug,Curcuma longa,food,,,"The DBP-induced injuries in biochemical, spermatological parameters and histological structure of testis were recovered by treatment with kolaviron or curcumin.",animal in-vivo,positive,,,
28946186,2017,paclitaxel,drug,,,Cryptotanshinone,food_component,"Furthermore, we found that the combination treatment of Cryptotanshinone and paclitaxel more effectively inhibited TSCC cell proliferation and migration, and induced apoptosis via the inhibition of STAT3 signaling pathway",in-vitro,positive,,,
19772681,2010,DSS,drug,P. pulmonarius,food,,,P. pulmonarius glucans attenuated and prevented the development of symptoms associated with DSS-induced colitis.,animal in-vivo,positive,,,TNF-alpha; IL-1beta; MPO; myeloperoxidase
19772681,2010,DSS,drug,Pleurotus pulmonarius,food,,,P. pulmonarius glucans attenuated and prevented the development of symptoms associated with DSS-induced colitis.,animal in-vivo,positive,,,TNF-alpha; IL-1beta; MPO; myeloperoxidase
19772681,2010,DSS,drug,P. pulmonarius glucans,food,,,P. pulmonarius glucans attenuated and prevented the development of symptoms associated with DSS-induced colitis.,animal in-vivo,positive,,,TNF-alpha; IL-1beta; MPO; myeloperoxidase
19772681,2010,dextran sulfate sodium,drug,P. pulmonarius,food,,,P. pulmonarius glucans attenuated and prevented the development of symptoms associated with DSS-induced colitis.,animal in-vivo,positive,,,TNF-alpha; IL-1beta; MPO; myeloperoxidase
19772681,2010,dextran sulfate sodium,drug,Pleurotus pulmonarius,food,,,P. pulmonarius glucans attenuated and prevented the development of symptoms associated with DSS-induced colitis.,animal in-vivo,positive,,,TNF-alpha; IL-1beta; MPO; myeloperoxidase
19772681,2010,dextran sulfate sodium,drug,P. pulmonarius glucans,food,,,P. pulmonarius glucans attenuated and prevented the development of symptoms associated with DSS-induced colitis.,animal in-vivo,positive,,,TNF-alpha; IL-1beta; MPO; myeloperoxidase
23923608,2013,glutathione,drug,Luffa,food,,,"Pretreatment with HAELA reversed significantly the elevated serum biomarkers, alanine amino transferase, lactate dehydrogenase and creatinine phosphokinase in heart and kidney in DXR treated mice.",animal in-vivo,positive,superoxide dismutase,,lactate dehydrogenase; alanine amino transferase; catalase
23923608,2013,glutathione,drug,HAELA,food,,,"Pretreatment with HAELA reversed significantly the elevated serum biomarkers, alanine amino transferase, lactate dehydrogenase and creatinine phosphokinase in heart and kidney in DXR treated mice.",animal in-vivo,positive,superoxide dismutase,,lactate dehydrogenase; alanine amino transferase; catalase
23923608,2013,doxorubicin,drug,Luffa,food,,,"Pretreatment with HAELA reversed significantly the elevated serum biomarkers, alanine amino transferase, lactate dehydrogenase and creatinine phosphokinase in heart and kidney in DXR treated mice.",animal in-vivo,positive,superoxide dismutase,,lactate dehydrogenase; alanine amino transferase; catalase
23923608,2013,doxorubicin,drug,HAELA,food,,,"Pretreatment with HAELA reversed significantly the elevated serum biomarkers, alanine amino transferase, lactate dehydrogenase and creatinine phosphokinase in heart and kidney in DXR treated mice.",animal in-vivo,positive,superoxide dismutase,,lactate dehydrogenase; alanine amino transferase; catalase
23923608,2013,DXR,drug,Luffa,food,,,"Pretreatment with HAELA reversed significantly the elevated serum biomarkers, alanine amino transferase, lactate dehydrogenase and creatinine phosphokinase in heart and kidney in DXR treated mice.",animal in-vivo,positive,superoxide dismutase,,lactate dehydrogenase; alanine amino transferase; catalase
23923608,2013,DXR,drug,HAELA,food,,,"Pretreatment with HAELA reversed significantly the elevated serum biomarkers, alanine amino transferase, lactate dehydrogenase and creatinine phosphokinase in heart and kidney in DXR treated mice.",animal in-vivo,positive,superoxide dismutase,,lactate dehydrogenase; alanine amino transferase; catalase
28369685,2017,dexamethasone,drug,Resveratrol,food,,,"Isorhapontigenin concentration-dependently inhibited IL-6 and CXCL8 release, with ICIsorhapontigenin, an orally bioavailable dietary polyphenol, displayed superior anti-inflammatory effects compared with resveratrol.",in-vitro,positive,,,AP-1; CXCL8; activator protein-1; IL-6; MAPKs; PI3K/Akt; NF-κB; chemokine (C-X-C motif) ligand 8
28369685,2017,dexamethasone,drug,resveratrol,food,,,"Isorhapontigenin concentration-dependently inhibited IL-6 and CXCL8 release, with ICIsorhapontigenin, an orally bioavailable dietary polyphenol, displayed superior anti-inflammatory effects compared with resveratrol.",in-vitro,positive,,,AP-1; CXCL8; activator protein-1; IL-6; MAPKs; PI3K/Akt; NF-κB; chemokine (C-X-C motif) ligand 8
28369685,2017,dexamethasone,drug,Isorhapontigenin,food,,,"Isorhapontigenin concentration-dependently inhibited IL-6 and CXCL8 release, with ICIsorhapontigenin, an orally bioavailable dietary polyphenol, displayed superior anti-inflammatory effects compared with resveratrol.",in-vitro,positive,,,AP-1; CXCL8; activator protein-1; IL-6; MAPKs; PI3K/Akt; NF-κB; chemokine (C-X-C motif) ligand 8
28369685,2017,dexamethasone,drug,isorhapontigenin,food,,,"Isorhapontigenin concentration-dependently inhibited IL-6 and CXCL8 release, with ICIsorhapontigenin, an orally bioavailable dietary polyphenol, displayed superior anti-inflammatory effects compared with resveratrol.",in-vitro,positive,,,AP-1; CXCL8; activator protein-1; IL-6; MAPKs; PI3K/Akt; NF-κB; chemokine (C-X-C motif) ligand 8
28369685,2017,corticosteroids,drug,Resveratrol,food,,,"Isorhapontigenin concentration-dependently inhibited IL-6 and CXCL8 release, with ICIsorhapontigenin, an orally bioavailable dietary polyphenol, displayed superior anti-inflammatory effects compared with resveratrol.",in-vitro,positive,,,AP-1; CXCL8; activator protein-1; IL-6; MAPKs; PI3K/Akt; NF-κB; chemokine (C-X-C motif) ligand 8
28369685,2017,corticosteroids,drug,resveratrol,food,,,"Isorhapontigenin concentration-dependently inhibited IL-6 and CXCL8 release, with ICIsorhapontigenin, an orally bioavailable dietary polyphenol, displayed superior anti-inflammatory effects compared with resveratrol.",in-vitro,positive,,,AP-1; CXCL8; activator protein-1; IL-6; MAPKs; PI3K/Akt; NF-κB; chemokine (C-X-C motif) ligand 8
28369685,2017,corticosteroids,drug,Isorhapontigenin,food,,,"Isorhapontigenin concentration-dependently inhibited IL-6 and CXCL8 release, with ICIsorhapontigenin, an orally bioavailable dietary polyphenol, displayed superior anti-inflammatory effects compared with resveratrol.",in-vitro,positive,,,AP-1; CXCL8; activator protein-1; IL-6; MAPKs; PI3K/Akt; NF-κB; chemokine (C-X-C motif) ligand 8
28369685,2017,corticosteroids,drug,isorhapontigenin,food,,,"Isorhapontigenin concentration-dependently inhibited IL-6 and CXCL8 release, with ICIsorhapontigenin, an orally bioavailable dietary polyphenol, displayed superior anti-inflammatory effects compared with resveratrol.",in-vitro,positive,,,AP-1; CXCL8; activator protein-1; IL-6; MAPKs; PI3K/Akt; NF-κB; chemokine (C-X-C motif) ligand 8
29670330,2018,metformin,drug,GKB,food,,,This study determined the effects of Ginkgo biloba (GKB) extract as an adjuvant to Met in patients with uncontrolled T,RCTs,positive,,,
29670330,2018,metformin,drug,Ginkgo biloba,food,,,This study determined the effects of Ginkgo biloba (GKB) extract as an adjuvant to Met in patients with uncontrolled T,RCTs,positive,,,
29670330,2018,Met,drug,GKB,food,,,This study determined the effects of Ginkgo biloba (GKB) extract as an adjuvant to Met in patients with uncontrolled T,RCTs,positive,,,
29670330,2018,Met,drug,Ginkgo biloba,food,,,This study determined the effects of Ginkgo biloba (GKB) extract as an adjuvant to Met in patients with uncontrolled T,RCTs,positive,,,
10906423,2000,nicotine,drug,Onion,food,,,"Thus, these results indicate that onion oil is an effective antioxidant against the oxidative damage caused by nicotine as compared to vitami",animal in-vivo,positive,,,
10906423,2000,nicotine,drug,onion,food,,,"Thus, these results indicate that onion oil is an effective antioxidant against the oxidative damage caused by nicotine as compared to vitami",animal in-vivo,positive,,,
24352104,1993,L-dopa,drug,Vicia faba,food,,,Vicia faba meals produced comparable L-dopa blood levels to fasting standard tablet doses and recovery studies yielded 0.25% L-dopa per weight of bean pod mixture.,RCTs,positive,,,
24352104,1993,L-dopa,drug,Broad bean,food,,,Vicia faba meals produced comparable L-dopa blood levels to fasting standard tablet doses and recovery studies yielded 0.25% L-dopa per weight of bean pod mixture.,RCTs,positive,,,
31475590,2020,5-fluorouracil,drug,Thymus vulgaris,food,,,"The result revealed that untreated 5-FLU rats had increased enzyme activities, which was reduced in the normal rats treated TE compared to NC.",animal in-vivo,positive,,,
31475590,2020,5-fluorouracil,drug,Thyme (Thymus vulgaris) leaf aqueous extract,food,,,"The result revealed that untreated 5-FLU rats had increased enzyme activities, which was reduced in the normal rats treated TE compared to NC.",animal in-vivo,positive,,,
31475590,2020,5-fluorouracil,drug,Thyme,food,,,"The result revealed that untreated 5-FLU rats had increased enzyme activities, which was reduced in the normal rats treated TE compared to NC.",animal in-vivo,positive,,,
31475590,2020,5-fluorouracil,drug,TE,food,,,"The result revealed that untreated 5-FLU rats had increased enzyme activities, which was reduced in the normal rats treated TE compared to NC.",animal in-vivo,positive,,,
31475590,2020,5-FLU,drug,Thymus vulgaris,food,,,"The result revealed that untreated 5-FLU rats had increased enzyme activities, which was reduced in the normal rats treated TE compared to NC.",animal in-vivo,positive,,,
31475590,2020,5-FLU,drug,Thyme (Thymus vulgaris) leaf aqueous extract,food,,,"The result revealed that untreated 5-FLU rats had increased enzyme activities, which was reduced in the normal rats treated TE compared to NC.",animal in-vivo,positive,,,
31475590,2020,5-FLU,drug,Thyme,food,,,"The result revealed that untreated 5-FLU rats had increased enzyme activities, which was reduced in the normal rats treated TE compared to NC.",animal in-vivo,positive,,,
31475590,2020,5-FLU,drug,TE,food,,,"The result revealed that untreated 5-FLU rats had increased enzyme activities, which was reduced in the normal rats treated TE compared to NC.",animal in-vivo,positive,,,
25164033,2014,Fluoride,drug,Resveratrol,food,,,Resveratrol supplementation in fluoride-exposed animals appreciably prevented metabolic toxicity caused by fluoride and restored both functional status and ultra-structural organization of the thyroid gland towards normalcy.,animal in-vivo,positive,,,
25164033,2014,Fluoride,drug,resveratrol,food,,,Resveratrol supplementation in fluoride-exposed animals appreciably prevented metabolic toxicity caused by fluoride and restored both functional status and ultra-structural organization of the thyroid gland towards normalcy.,animal in-vivo,positive,,,
